uniprot	gene_symbol
Q96L12	CALR3
Q96L15	ART5
Q96L21	RPL10L
Q96L33	RHOV
Q96L34	MARK4
Q96L42	KCNH8
Q96L46	CAPNS2
Q96L58	B3GALT6
Q96L73	NSD1
Q96L91	EP400
Q96L93	KIF16B
Q96L94	SNX22
Q96L96	ALPK3
Q96LA5	FCRL2
Q96LA6	FCRL1
Q96LB3	IFT74
Q96LB4	ATP6V1G3
Q96LB8	PGLYRP4
Q96LB9	PGLYRP3
Q96LC7	SIGLEC10
Q96LC9	BMF
Q96LD1	SGCZ
Q96LD4	TRIM47
Q96LD8	SENP8
Q96LI5	CNOT6L
Q96LJ7	DHRS1
Q96LJ8	UBXN10
Q96LK0	CEP19
Q96LK8	SPATA32
Q96LL4	C8ORF48
Q96LL9	DNAJC30
Q96LQ0	PPP1R36
Q96LR2	LURAP1
Q96LR5	UBE2E2
Q96LR7	CIMIP5
Q96LR9	APOLD1
Q96LT4	SAMD8
Q96LT6	C1ORF74
Q96LT7	C9ORF72
Q96LT9	RNPC3
Q96LU5	IMMP1L
Q96LU7	MYRFL
Q96LW1	ZNF354B
Q96LW2	RSKR
Q96LW4	PRIMPOL
Q96LW7	CARD19
Q96LW9	ZSCAN31
Q96LX8	ZNF597
Q96LY2	CCDC74B
Q96LZ3	PPP3R2
Q96LZ7	RMDN2
Q96M20	CNBD2
Q96M27	PRRC1
Q96M32	AK7
Q96M63	ODAD1
Q96M69	LRGUK
Q96M83	CCDC7
Q96M86	DNHD1
Q96M89	CCDC138
Q96M91	CFAP53
Q96M93	ADAD1
Q96M94	KLHL15
Q96M96	FGD4
Q96M98	PACRG
Q96MA6	AK8
Q96MC5	BMERB1
Q96MC6	SLC71A1
Q96MD2	KICS2
Q96ME1	FBXL18
Q96ME7	ZNF512
Q96MF6	COQ10A
Q96MF7	NSMCE2
Q96MG2	JSRP1
Q96MG8	PCMTD1
Q96MH2	HEXIM2
Q96MH6	TMEM68
Q96MH7	C5ORF34
Q96MI6	PPM1M
Q96MK2	RIPOR3
Q96MK3	FAM20A
Q96MM3	ZFP42
Q96MM6	HSPA12B
Q96MM7	HS6ST2
Q96MN9	ZNF488
Q96MP5	ZSWIM3
Q96MP8	KCTD7
Q96MR6	CFAP57
Q96MR9	ZNF560
Q96MS0	ROBO3
Q96MS3	GLT1D1
Q96MT1	RNF145
Q96MT3	PRICKLE1
Q96MT7	CFAP44
Q96MU6	ZNF778
Q96MU7	YTHDC1
Q96MU8	KREMEN1
Q96MV1	TLCD4
Q96MV8	ZDHHC15
Q96MW1	CCDC43
Q96MW5	COG8
Q96MW7	TIGD1
Q96MX3	ZNF48
Q96MX6	DNAAF10
Q96MY1	NOL4L
Q96MY7	FAM161B
Q96N03	VSTM2L
Q96N06	SPATA33
Q96N11	INTS15
Q96N19	GPR137
Q96N20	ZNF75A
Q96N21	TEPSIN
Q96N23	CFAP54
Q96N28	PRELID3A
Q96N58	ZNF578
Q96N64	PWWP2A
Q96N66	MBOAT7
Q96N67	DOCK7
Q96N77	ZNF641
Q96N87	SLC6A18
Q96N95	ZNF396
Q96N96	SPATA13
Q96NA2	RILP
Q96NA8	TSNARE1
Q96NB1	CEP20
Q96NB2	SFXN2
Q96NC0	ZMAT2
Q96ND0	FAM210A
Q96ND8	ZNF583
Q96NE9	FRMD6
Q96NG3	ODAD4
Q96NG5	ZNF558
Q96NG8	ZNF582
Q96NI6	LRFN5
Q96NI8	ZNF570
Q96NJ3	ZNF285
Q96NJ5	KLHL32
Q96NJ6	ZFP3
Q96NL0	RUNDC3B
Q96NL1	TMEM74
Q96NL3	ZNF599
Q96NL6	SCLT1
Q96NL8	CFAP418
Q96NM4	TOX2
Q96NN9	AIFM3
Q96NR3	PTCHD1
Q96NR8	RDH12
Q96NS1	YPEL4
Q96NT0	VMA22
Q96NT1	NAP1L5
Q96NT3	GUCD1
Q96NT5	SLC46A1
Q96NU0	CNTNAP3B
Q96NU1	SAMD11
Q96NU7	AMDHD1
Q96NW4	ANKRD27
Q96NX5	CAMK1G
Q96NY7	CLIC6
Q96NY8	NECTIN4
Q96P11	NSUN5
Q96P16	RPRD1A
Q96P31	FCRL3
Q96P44	COL21A1
Q96P47	AGAP3
Q96P48	ARAP1
Q96P50	ACAP3
Q96P53	WDFY2
Q96P56	CATSPER2
Q96P64	AGAP4
Q96P67	GPR82
Q96P68	OXGR1
Q96P69	GPR78
Q96P70	IPO9
Q96P71	NECAB3
Q96PB1	CASD1
Q96PB7	OLFM3
Q96PB8	LRRC3B
Q96PC2	IP6K3
Q96PC3	AP1S3
Q96PC5	MIA2
Q96PD2	DCBLD2
Q96PD7	DGAT2
Q96PE1	ADGRA2
Q96PE2	ARHGEF17
Q96PE3	INPP4A
Q96PE7	MCEE
Q96PG1	MS4A4E
Q96PG2	MS4A10
Q96PG8	BBC3
Q96PH1	NOX5
Q96PJ5	FCRL4
Q96PK6	RBM14
Q96PL5	ERMAP
Q96PM5	RCHY1
Q96PM9	ZNF385A
Q96PN7	TRERF1
Q96PP8	GBP5
Q96PP9	GBP4
Q96PQ0	SORCS2
Q96PQ1	SIGLEC12
Q96PQ6	ZNF317
Q96PQ7	KLHL5
Q96PS8	AQP10
Q96PU4	UHRF2
Q96PU5	NEDD4L
Q96PU8	QKI
Q96PV0	SYNGAP1
Q96PV4	PNMA5
Q96PV6	LENG8
Q96PV7	FAM193B
Q96PX1	RNF157
Q96PX6	CCDC85A
Q96PX9	PLEKHG4B
Q96PY5	FMNL2
Q96PY6	NEK1
Q96PZ0	PUS7
Q96PZ2	FAM111A
Q96PZ7	CSMD1
Q96Q04	LMTK3
Q96Q05	TRAPPC9
Q96Q06	PLIN4
Q96Q07	BTBD9
Q96Q11	TRNT1
Q96Q15	SMG1
Q96Q27	ASB2
Q96Q40	CDK15
Q96Q42	ALS2
Q96Q45	TMEM237
Q96Q77	CIB3
Q96Q80	DERL3
Q96Q83	ALKBH3
Q96Q89	KIF20B
Q96Q91	SLC4A9
Q96QA5	GSDMA
Q96QA6	YPEL2
Q96QB1	DLC1
Q96QD5	DEPDC7
Q96QD8	SLC38A2
Q96QE2	SLC2A13
Q96QE3	ATAD5
Q96QE4	LRRC37B
Q96QE5	TEFM
Q96QF0	RAB3IP
Q96QF7	GCNA
Q96QG7	MTMR9
Q96QI5	HS3ST6
Q96QK1	VPS35
Q96QK8	SMIM14
Q96QS1	TSPAN32
Q96QS3	ARX
Q96QS6	PSKH2
Q96QT4	TRPM7
Q96QU1	PCDH15
Q96QU6	ACCS
Q96QU8	XPO6
Q96QV1	HHIP
Q96QV6	H2AC1
Q96QZ7	MAGI1
Q96R05	RBP7
Q96R06	SPAG5
Q96R45	OR2A7
Q96RD6	PANX2
Q96RD7	PANX1
Q96RD9	FCRL5
Q96RE7	NACC1
Q96RF0	SNX18
Q96RG2	PASK
Q96RI0	F2RL3
Q96RI1	NR1H4
Q96RJ3	TNFRSF13C
Q96RK1	CITED4
Q96RK4	BBS4
Q96RL1	UIMC1
Q96RL6	SIGLEC11
Q96RL7	VPS13A
Q96RN1	SLC26A8
Q96RP3	UCN2
Q96RP7	GAL3ST4
Q96RP9	GFM1
Q96RQ1	ERGIC2
Q96RQ3	MCCC1
Q96RQ9	IL4I1
Q96RR1	TWNK
Q96RR4	CAMKK2
Q96RS0	TGS1
Q96RS6	NUDCD1
Q96RT1	ERBIN
Q96RT6	CTAGE1
Q96RT7	TUBGCP6
Q96RT8	TUBGCP5
Q96RU2	USP28
Q96RU3	FNBP1
Q96RU7	TRIB3
Q96RU8	TRIB1
Q96RV3	PCNX1
Q96RW7	HMCN1
Q96RY5	CRAMP1
Q96RY7	IFT140
Q96S06	LMF1
Q96S15	WDR24
Q96S16	JMJD8
Q96S19	METTL26
Q96S21	RAB40C
Q96S38	RPS6KC1
Q96S42	NODAL
Q96S44	TP53RK
Q96S52	PIGS
Q96S53	TESK2
Q96S55	WRNIP1
Q96S59	RANBP9
Q96S65	CSRNP1
Q96S66	CLCC1
Q96S79	RASL10B
Q96S82	UBL7
Q96S86	HAPLN3
Q96S90	LYSMD1
Q96S94	CCNL2
Q96S95	CAMK2N2
Q96S96	PEBP4
Q96S97	MYADM
Q96S99	PLEKHF1
Q96SA4	SERINC2
Q96SB3	PPP1R9B
Q96SB4	SRPK1
Q96SB8	SMC6
Q96SC8	DMRTA2
Q96SD1	DCLRE1C
Q96SE0	ABHD1
Q96SE7	ZNF347
Q96SF2	CCT8L2
Q96SF7	TBX15
Q96SI1	KCTD15
Q96SI9	STRBP
Q96SJ8	TSPAN18
Q96SK2	TMEM209
Q96SK3	ZNF607
Q96SL1	SLC49A4
Q96SL4	GPX7
Q96SM3	CPXM1
Q96SN7	ORAI2
Q96SN8	CDK5RAP2
Q96SQ5	ZNF587
Q96SQ7	ATOH8
Q96SQ9	CYP2S1
Q96SR6	ZNF382
Q96ST2	IWS1
Q96ST3	SIN3A
Q96ST8	CEP89
Q96SU4	OSBPL9
Q96SW2	CRBN
Q96SY0	INTS14
Q96SZ4	ZSCAN10
Q96SZ5	ADO
Q96SZ6	CDK5RAP1
Q96T17	MAP7D2
Q96T21	SECISBP2
Q96T23	RSF1
Q96T25	ZIC5
Q96T37	RBM15
Q96T49	PPP1R16B
Q96T51	RUFY1
Q96T52	IMMP2L
Q96T54	KCNK17
Q96T58	SPEN
Q96T60	PNKP
Q96T66	NMNAT3
Q96T68	SETDB2
Q96T76	MMS19
Q96T83	SLC9A7
Q96T88	UHRF1
Q96TA1	NIBAN2
Q96TA2	YME1L1
Q96TC7	RMDN3
Q99062	CSF3R
Q99081	TCF12
Q99102	MUC4
Q99217	AMELX
Q99250	SCN2A
Q99259	GAD1
Q99418	CYTH2
Q99424	ACOX2
Q99426	TBCB
Q99435	NELL2
Q99436	PSMB7
Q99437	ATP6V0B
Q99439	CNN2
Q99442	SEC62
Q99447	PCYT2
Q99453	PHOX2B
Q99456	KRT12
Q99457	NAP1L3
Q99459	CDC5L
Q99460	PSMD1
Q99466	NOTCH4
Q99467	CD180
Q99469	STAC
Q99470	SDF2
Q99471	PFDN5
Q99487	PAFAH2
Q99489	DDO
Q99490	AGAP2
Q99496	RNF2
Q99497	PARK7
Q99500	S1PR3
Q99501	GAS2L1
Q99502	EYA1
Q99504	EYA3
Q99518	FMO2
Q99519	NEU1
Q99523	SORT1
Q99527	GPER1
Q99536	VAT1
Q99538	LGMN
Q99541	PLIN2
Q99543	DNAJC2
Q99547	MPHOSPH6
Q99549	MPHOSPH8
Q99550	MPHOSPH9
Q99551	MTERF1
Q99558	MAP3K14
Q99567	NUP88
Q99569	PKP4
Q99571	P2RX4
Q99572	P2RX7
Q99575	POP1
Q99576	TSC22D3
Q99578	RIT2
Q99581	FEV
Q99584	S100A13
Q99590	SCAF11
Q99592	ZBTB18
Q99594	TEAD3
Q99595	TIMM17A
Q99603	TRGV9
Q99607	ELF4
Q99608	NDN
Q99611	SEPHS2
Q99612	KLF6
Q99613	EIF3C
Q99614	TTC1
Q99615	DNAJC7
Q99616	CCL13
Q99618	CDCA3
Q99619	SPSB2
Q99622	C12ORF57
Q99623	PHB2
Q99624	SLC38A3
Q99626	CDX2
Q99627	COPS8
Q99633	PRPF18
Q99638	RAD9A
Q99640	PKMYT1
Q99643	SDHC
Q99645	EPYC
Q99650	OSMR
Q99653	CHP1
Q99661	KIF2C
Q99665	IL12RB2
Q99666	RGPD5; RGPD6
Q99674	CGREF1
Q99675	CGRRF1
Q99676	ZNF184
Q99677	LPAR4
Q99678	GPR20
Q99683	MAP3K5
Q99684	GFI1
Q99685	MGLL
Q99687	MEIS3
Q99689	FEZ1
Q99697	PITX2
Q99698	LYST
Q99700	ATXN2
Q99704	DOK1
Q99705	MCHR1
Q99706	KIR2DL4
Q99707	MTR
Q99708	RBBP8
Q99712	KCNJ15
Q99714	HSD17B10
Q99715	COL12A1
Q99717	SMAD5
Q99719	SEPTIN5
Q99720	SIGMAR1
Q99726	SLC30A3
Q99728	BARD1
Q99729	HNRNPAB
Q99731	CCL19
Q99732	LITAF
Q99733	NAP1L4
Q99735	MGST2
Q99741	CDC6
Q99742	NPAS1
Q99743	NPAS2
Q99747	NAPG
Q99748	NRTN
Q99750	MDFI
Q99755	PIP5K1A
Q99757	TXN2
Q99758	ABCA3
Q99759	MAP3K3
Q99766	DMAC2L
Q99767	APBA2
Q99784	OLFM1
Q99788	CMKLR1
Q99795	GPA33
Q99797	MIPEP
Q99798	ACO2
Q99801	NKX3-1
Q99805	TM9SF2
Q99807	COQ7
Q99808	SLC29A1
Q99811	PRRX2
Q99814	EPAS1
Q99816	TSG101
Q99819	ARHGDIG
Q99828	CIB1
Q99829	CPNE1
Q99832	CCT7
Q99835	SMO
Q99836	MYD88
Q99848	EBNA1BP2
Q99853	FOXB1
Q99856	ARID3A
Q99865	SPIN2A
Q99871	HAUS7
Q99873	PRMT1
Q99877	H2BC15
Q99880	H2BC13
Q99884	SLC6A7
Q99929	ASCL2
Q99933	BAG1
Q99941	ATF6B
Q99942	RNF5
Q99943	AGPAT1
Q99944	EGFL8
Q99946	PRRT1
Q99952	PTPN18
Q99956	DUSP9
Q99958	FOXC2
Q99959	PKP2
Q99961	SH3GL1
Q99962	SH3GL2
Q99963	SH3GL3
Q99966	CITED1
Q99967	CITED2
Q99969	RARRES2
Q99972	MYOC
Q99973	TEP1
Q99983	OMD
Q99985	SEMA3C
Q99986	VRK1
Q99988	GDF15
Q99990	VGLL1
Q99996	AKAP9
Q99999	GAL3ST1
Q9BPU6	DPYSL5
Q9BPU9	B9D2
Q9BPV8	P2RY13
Q9BPW4	APOL4
Q9BPW5	RASL11B
Q9BPW8	NIPSNAP1
Q9BPW9	DHRS9
Q9BPX1	HSD17B14
Q9BPX3	NCAPG
Q9BPX5	ARPC5L
Q9BPX6	MICU1
Q9BPX7	C7ORF25
Q9BPY3	FAM118B
Q9BPZ2	SPIN2B
Q9BPZ3	PAIP2
Q9BQ04	RBM4B
Q9BQ08	RETNLB
Q9BQ13	KCTD14
Q9BQ15	NABP2
Q9BQ16	SPOCK3
Q9BQ24	ZFYVE21
Q9BQ31	KCNS3
Q9BQ39	DDX50
Q9BQ48	MRPL34
Q9BQ50	TREX2
Q9BQ51	PDCD1LG2
Q9BQ52	ELAC2
Q9BQ61	TRIR
Q9BQ67	GRWD1
Q9BQ69	MACROD1
Q9BQ70	TCF25
Q9BQ75	CMSS1
Q9BQ87	TBL1Y
Q9BQ89	FAM110A
Q9BQ90	KLHDC3
Q9BQ95	ECSIT
Q9BQA1	WDR77
Q9BQB6	VKORC1
Q9BQC3	DPH2
Q9BQC6	MRPL57
Q9BQD3	KXD1
Q9BQD7	ANTKMT
Q9BQE3	TUBA1C
Q9BQE4	SELENOS
Q9BQE5	APOL2
Q9BQE6	LBHD1
Q9BQE9	BCL7B
Q9BQF6	SENP7
Q9BQG0	MYBBP1A
Q9BQG1	SYT3
Q9BQG2	NUDT12
Q9BQI0	AIF1L
Q9BQI3	EIF2AK1
Q9BQI4	CCDC3
Q9BQI5	SGIP1
Q9BQI6	SLF1
Q9BQI7	PSD2
Q9BQI9	NRIP2
Q9BQJ4	TMEM47
Q9BQK8	LPIN3
Q9BQL6	FERMT1
Q9BQM9	C20ORF144
Q9BQN1	FAM83C
Q9BQP7	MGME1
Q9BQQ3	GORASP1
Q9BQQ7	RTP3
Q9BQR3	PRSS27
Q9BQS7	HEPH
Q9BQS8	FYCO1
Q9BQT8	SLC25A21
Q9BQT9	CLSTN3
Q9BQW3	EBF4
Q9BQY9	DBNDD2
Q9BR01	SULT4A1
Q9BR09	NEURL2
Q9BR10	SPATA25
Q9BR11	ZSWIM1
Q9BR39	JPH2
Q9BR61	ACBD6
Q9BR76	CORO1B
Q9BR77	CCDC77
Q9BR84	ZNF559
Q9BRA0	NAA38
Q9BRA2	TXNDC17
Q9BRB3	PIGQ
Q9BRC7	PLCD4
Q9BRD0	BUD13
Q9BRF8	CPPED1
Q9BRG1	VPS25
Q9BRG2	SH2D3A
Q9BRH9	ZNF251
Q9BRI3	SLC30A2
Q9BRJ6	CHLSN
Q9BRJ7	NUDT16L1
Q9BRJ9	MESP1
Q9BRK0	REEP2
Q9BRK3	MXRA8
Q9BRL6	SRSF8
Q9BRL7	SEC22C
Q9BRP0	OVOL2
Q9BRP1	PDCD2L
Q9BRP4	PAAF1
Q9BRP7	FDXACB1
Q9BRP8	PYM1
Q9BRQ3	NUDT22
Q9BRQ4	CFAP300
Q9BRQ5	ORAI3
Q9BRQ6	CHCHD6
Q9BRQ8	AIFM2
Q9BRR0	ZKSCAN3
Q9BRR3	PGAP4
Q9BRR6	ADPGK
Q9BRR9	ARHGAP9
Q9BRS2	RIOK1
Q9BRT2	UQCC2
Q9BRT3	MIEN1
Q9BRT6	LLPH
Q9BRT8	ZNG1A
Q9BRT9	GINS4
Q9BRU2	TCEAL7
Q9BRU9	UTP23
Q9BRV3	SLC50A1
Q9BRV8	SIKE1
Q9BRX2	PELO
Q9BRX5	GINS3
Q9BRX8	PRXL2A
Q9BRX9	WDR83
Q9BRY0	SLC39A3
Q9BS16	CENPK
Q9BS18	ANAPC13
Q9BS26	ERP44
Q9BS31	ZNF649
Q9BS34	ZNF670
Q9BS40	LXN
Q9BS91	SLC35A5
Q9BS92	NIPSNAP3B
Q9BSA4	TTYH2
Q9BSA9	TMEM175
Q9BSB4	ATG101
Q9BSC4	NOL10
Q9BSD3	RHNO1
Q9BSD7	NTPCR
Q9BSE2	TMEM79
Q9BSE4	HERPUD2
Q9BSE5	AGMAT
Q9BSF0	AKAP19
Q9BSF4	TIMM29
Q9BSF8	BTBD10
Q9BSG0	PRADC1
Q9BSG1	ZNF2
Q9BSG5	RTBDN
Q9BSH4	TACO1
Q9BSH5	HDHD3
Q9BSI4	TINF2
Q9BSJ1	TRIM51
Q9BSJ5	MTNAP1
Q9BSJ6	PIMREG
Q9BSJ8	ESYT1
Q9BSK0	MARVELD1
Q9BSK1	ZNF577
Q9BSK2	SLC25A33
Q9BSK4	FEM1A
Q9BSL1	UBAC1
Q9BSM1	PCGF1
Q9BSQ5	CCM2
Q9BSR8	YIPF4
Q9BST9	RTKN
Q9BSU1	PHAF1
Q9BSU3	NAA11
Q9BSV6	TSEN34
Q9BSW2	CRACR2A
Q9BSW7	SYT17
Q9BSY9	DESI2
Q9BT04	FUZ
Q9BT09	CNPY3
Q9BT17	MTG1
Q9BT22	ALG1
Q9BT23	LIMD2
Q9BT25	HAUS8
Q9BT30	ALKBH7
Q9BT40	INPP5K
Q9BT43	POLR3GL
Q9BT67	NDFIP1
Q9BT73	PSMG3
Q9BT76	UPK3B
Q9BT78	COPS4
Q9BT81	SOX7
Q9BT88	SYT11
Q9BT92	TCHP
Q9BTA0	FAM167B
Q9BTA9	WAC
Q9BTC0	DIDO1
Q9BTC8	MTA3
Q9BTD8	RBM42
Q9BTE0	NAT9
Q9BTE1	DCTN5
Q9BTE3	MCMBP
Q9BTE7	DCUN1D5
Q9BTF0	THUMPD2
Q9BTK6	PAGR1
Q9BTL4	IER2
Q9BTM9	URM1
Q9BTN0	LRFN3
Q9BTP6	ZBED2
Q9BTP7	FAAP24
Q9BTT0	ANP32E
Q9BTT4	MED10
Q9BTT6	LRRC1
Q9BTU6	PI4K2A
Q9BTV4	TMEM43
Q9BTV6	DPH7
Q9BTV7	CABLES2
Q9BTW9	TBCD
Q9BTX1	NDC1
Q9BTX3	TMEM208
Q9BTX7	TTPAL
Q9BTY2	FUCA2
Q9BTY7	HGH1
Q9BTZ2	DHRS4
Q9BU02	THTPA
Q9BU19	ZNF692
Q9BU20	CPLANE2
Q9BU23	LMF2
Q9BU40	CHRDL1
Q9BU61	NDUFAF3
Q9BU64	CENPO
Q9BU76	MMTAG2
Q9BU79	TMEM243
Q9BU89	DOHH
Q9BUA3	SPINDOC
Q9BUB4	ADAT1
Q9BUB5	MKNK1
Q9BUB7	TMEM70
Q9BUD6	SPON2
Q9BUE0	MED18
Q9BUE6	ISCA1
Q9BUF5	TUBB6
Q9BUF7	CRB3
Q9BUG6	ZSCAN5A
Q9BUH8	BEGAIN
Q9BUI4	POLR3C
Q9BUJ0	ABHD14A
Q9BUJ2	HNRNPUL1
Q9BUK0	CHCHD7
Q9BUK6	MSTO1
Q9BUL5	PHF23
Q9BUL8	PDCD10
Q9BUL9	RPP25
Q9BUM1	G6PC3
Q9BUN1	MENT
Q9BUN5	CCDC28B
Q9BUN8	DERL1
Q9BUP0	EFHD1
Q9BUP3	HTATIP2
Q9BUQ8	DDX23
Q9BUR4	WRAP53
Q9BUR5	APOO
Q9BUT1	BDH2
Q9BUT9	MCRIP2
Q9BUU2	METTL22
Q9BUV0	RSRP1
Q9BUV8	RAB5IF
Q9BUW7	BBLN
Q9BUX1	CHAC1
Q9BUY5	ZNF426
Q9BUY7	EFCAB11
Q9BUZ4	TRAF4
Q9BV10	ALG12
Q9BV19	C1ORF50
Q9BV20	MRI1
Q9BV23	ABHD6
Q9BV29	CCDC32
Q9BV35	SLC25A23
Q9BV36	MLPH
Q9BV38	WDR18
Q9BV40	VAMP8
Q9BV44	THUMPD3
Q9BV47	DUSP26
Q9BV68	RNF126
Q9BV73	CEP250
Q9BV79	MECR
Q9BV81	EMC6
Q9BV86	NTMT1
Q9BV87	CNPPD1
Q9BV94	EDEM2
Q9BV97	ZNF747
Q9BV99	LRRC61
Q9BVA0	KATNB1
Q9BVA1	TUBB2B
Q9BVA6	FICD
Q9BVC3	DSCC1
Q9BVC4	MLST8
Q9BVC5	C2ORF49
Q9BVC6	TMEM109
Q9BVG3	TRIM62
Q9BVG4	PBDC1
Q9BVG8	KIFC3
Q9BVG9	PTDSS2
Q9BVH7	ST6GALNAC5
Q9BVI0	PHF20
Q9BVI4	NOC4L
Q9BVJ6	UTP14A
Q9BVJ7	DUSP23
Q9BVK2	ALG8
Q9BVK6	TMED9
Q9BVK8	TMEM147
Q9BVL2	NUP58
Q9BVL4	SELENOO
Q9BVM2	DPCD
Q9BVM4	GGACT
Q9BVN2	RUSC1
Q9BVP2	GNL3
Q9BVQ7	AFG2B
Q9BVS4	RIOK2
Q9BVS5	TRMT61B
Q9BVT8	TMUB1
Q9BVV2	FNDC11
Q9BVV6	KIAA0586
Q9BVV7	TIMM21
Q9BVW5	TIPIN
Q9BVX2	TMEM106C
Q9BW04	SARG
Q9BW11	MXD3
Q9BW19	KIFC1
Q9BW27	NUP85
Q9BW30	TPPP3
Q9BW60	ELOVL1
Q9BW61	DDA1
Q9BW62	KATNAL1
Q9BW66	CINP
Q9BW72	HIGD2A
Q9BW83	IFT27
Q9BW85	YJU2
Q9BW91	NUDT9
Q9BW92	TARS2
Q9BWC9	CCDC106
Q9BWD1	ACAT2
Q9BWD3	RTL8A
Q9BWE0	REPIN1
Q9BWF2	TRAIP
Q9BWF3	RBM4
Q9BWG4	SSBP4
Q9BWG6	SCNM1
Q9BWH2	FUNDC2
Q9BWH6	RPAP1
Q9BWK5	CYREN
Q9BWL3	LTAP1
Q9BWM5	ZNF416
Q9BWM7	SFXN3
Q9BWN1	PRR14
Q9BWP8	COLEC11
Q9BWQ6	YIPF2
Q9BWQ8	FAIM2
Q9BWS9	CHID1
Q9BWT1	CDCA7
Q9BWT3	PAPOLG
Q9BWU1	CDK19
Q9BWV1	BOC
Q9BWV3	CDADC1
Q9BWV7	TTLL2
Q9BWW4	SSBP3
Q9BWW8	APOL6
Q9BWW9	APOL5
Q9BWX1	PHF7
Q9BWX5	GATA5
Q9BX26	SYCP2
Q9BX40	LSM14B
Q9BX46	RBM24
Q9BX59	TAPBPL
Q9BX63	BRIP1
Q9BX66	SORBS1
Q9BX67	JAM3
Q9BX68	HINT2
Q9BX69	CARD6
Q9BX70	BTBD2
Q9BX73	TM2D2
Q9BX74	TM2D1
Q9BX79	STRA6
Q9BX82	ZNF471
Q9BX84	TRPM6
Q9BX93	PLA2G12B
Q9BX95	SGPP1
Q9BX97	PLVAP
Q9BXA5	SUCNR1
Q9BXA6	TSSK6
Q9BXA7	TSSK1B
Q9BXA9	SALL3
Q9BXB1	LGR4
Q9BXB4	OSBPL11
Q9BXB5	OSBPL10
Q9BXC0	HCAR1
Q9BXC1	GPR174
Q9BXC9	BBS2
Q9BXF3	CECR2
Q9BXF6	RAB11FIP5
Q9BXF9	TEKT3
Q9BXI2	SLC25A2
Q9BXI6	TBC1D10A
Q9BXI9	C1QTNF6
Q9BXJ1	C1QTNF1
Q9BXJ2	C1QTNF7
Q9BXJ3	C1QTNF4
Q9BXJ4	C1QTNF3
Q9BXJ5	C1QTNF2
Q9BXJ7	AMN
Q9BXJ8	TMEM120A
Q9BXJ9	NAA15
Q9BXK1	KLF16
Q9BXK5	BCL2L13
Q9BXL6	CARD14
Q9BXL7	CARD11
Q9BXL8	CDCA4
Q9BXM0	PRX
Q9BXM7	PINK1
Q9BXM9	FSD1L
Q9BXN1	ASPN
Q9BXN2	CLEC7A
Q9BXP2	SLC12A9
Q9BXP5	SRRT
Q9BXP8	PAPPA2
Q9BXR0	QTRT1
Q9BXR5	TLR10
Q9BXS0	COL25A1
Q9BXS1	IDI2
Q9BXS4	TMEM59
Q9BXS5	AP1M1
Q9BXS6	NUSAP1
Q9BXT4	TDRD1
Q9BXT6	MOV10L1
Q9BXU1	STK31
Q9BXU8	FTHL17
Q9BXV9	GON7
Q9BXW4	MAP1LC3C
Q9BXW6	OSBPL1A
Q9BXW7	HDHD5
Q9BXW9	FANCD2
Q9BXX2	ANKRD30B
Q9BXY0	MAK16
Q9BXY4	RSPO3
Q9BXY5	CAPS2
Q9BXY8	BEX2
Q9BY07	SLC4A5
Q9BY08	EBPL
Q9BY10	SLC46A2
Q9BY11	PACSIN1
Q9BY12	SCAPER
Q9BY14	TEX101
Q9BY15	ADGRE3
Q9BY19	MS4A8
Q9BY21	GPR87
Q9BY27	DGCR6L
Q9BY31	ZNF717
Q9BY32	ITPA
Q9BY41	HDAC8
Q9BY42	RTF2
Q9BY43	CHMP4A
Q9BY44	EIF2A
Q9BY49	PECR
Q9BY50	SEC11C
Q9BY64	UGT2B28
Q9BY66	KDM5D
Q9BY67	CADM1
Q9BY71	LRRC3
Q9BY77	POLDIP3
Q9BY78	RNF26
Q9BY89	KIAA1671
Q9BYB4	GNB1L
Q9BYC2	OXCT2
Q9BYC5	FUT8
Q9BYC8	MRPL32
Q9BYC9	MRPL20
Q9BYD1	MRPL13
Q9BYD2	MRPL9
Q9BYD3	MRPL4
Q9BYD9	ACTRT3
Q9BYE0	HES7
Q9BYE2	TMPRSS13
Q9BYE7	PCGF6
Q9BYE9	CDHR2
Q9BYG0	B3GNT5
Q9BYG3	NIFK
Q9BYG4	PARD6G
Q9BYG5	PARD6B
Q9BYG7	MRO
Q9BYG8	GSDMC
Q9BYH1	SEZ6L
Q9BYH8	NFKBIZ
Q9BYI3	HYCC1
Q9BYJ0	FGFBP2
Q9BYJ1	ALOXE3
Q9BYJ4	TRIM34
Q9BYJ9	YTHDF1
Q9BYK8	HELZ2
Q9BYL1	SAMD10
Q9BYM8	RBCK1
Q9BYN0	SRXN1
Q9BYN7	ZNF341
Q9BYN8	MRPS26
Q9BYP7	WNK3
Q9BYQ7	KRTAP4-1
Q9BYS8	LRRC2
Q9BYT1	SLC17A9
Q9BYT3	STK33
Q9BYT8	NLN
Q9BYT9	ANO3
Q9BYU1	PBX4
Q9BYV2	TRIM54
Q9BYV7	BCO2
Q9BYV8	CEP41
Q9BYV9	BACH2
Q9BYW1	SLC2A11
Q9BYW2	SETD2
Q9BYX2	TBC1D2
Q9BYX4	IFIH1
Q9BYZ2	LDHAL6B
Q9BYZ6	RHOBTB2
Q9BYZ8	REG4
Q9BZ11	ADAM33
Q9BZ23	PANK2
Q9BZ29	DOCK9
